r,t,f,y,UseByTechnologyAnnual
REGION1,DEMPWRBIO,BIO,2020,0.9195
REGION1,DEMPWRBIO,BIO,2021,0.9195
REGION1,DEMPWRBIO,BIO,2022,0.9195
REGION1,DEMPWRBIO,BIO,2023,0.9195
REGION1,DEMPWRBIO,BIO,2024,0.9195
REGION1,DEMPWRBIO,BIO,2025,0.9195
REGION1,DEMPWRBIO,BIO,2026,0.9195
REGION1,DEMPWRBIO,BIO,2027,0.9195
REGION1,DEMPWRBIO,BIO,2028,0.8588
REGION1,DEMPWRBIO,BIO,2029,0.8588
REGION1,DEMPWRBIO,BIO,2030,0.8588
REGION1,DEMPWRCOA,COA,2016,68.6249
REGION1,DEMPWRCOA,COA,2017,83.6918
REGION1,DEMPWRCOA,COA,2018,91.3002
REGION1,DEMPWRCOA,COA,2019,94.301
REGION1,DEMPWRCOA,COA,2020,104.8383
REGION1,DEMPWRCOA,COA,2021,130.7001
REGION1,DEMPWRCOA,COA,2022,156.5122
REGION1,DEMPWRCOA,COA,2023,180.8652
REGION1,DEMPWRCOA,COA,2024,178.2818
REGION1,DEMPWRCOA,COA,2025,175.7019
REGION1,DEMPWRCOA,COA,2026,173.1252
REGION1,DEMPWRCOA,COA,2027,170.5515
REGION1,DEMPWRCOA,COA,2028,167.9804
REGION1,DEMPWRCOA,COA,2029,166.8556
REGION1,DEMPWRCOA,COA,2030,169.0685
REGION1,DEMPWRDSL,DSL,2029,0.0652
REGION1,DEMPWRDSL,DSL,2030,0.2664
REGION1,DEMPWRHYD,HYD,2016,28.5466
REGION1,DEMPWRHYD,HYD,2017,29.2245
REGION1,DEMPWRHYD,HYD,2018,30.0138
REGION1,DEMPWRHYD,HYD,2019,30.7634
REGION1,DEMPWRHYD,HYD,2020,31.6291
REGION1,DEMPWRHYD,HYD,2021,31.6291
REGION1,DEMPWRHYD,HYD,2022,31.6291
REGION1,DEMPWRHYD,HYD,2023,31.6291
REGION1,DEMPWRHYD,HYD,2024,31.6291
REGION1,DEMPWRHYD,HYD,2025,31.6291
REGION1,DEMPWRHYD,HYD,2026,31.4381
REGION1,DEMPWRHYD,HYD,2027,31.4381
REGION1,DEMPWRHYD,HYD,2028,31.4381
REGION1,DEMPWRHYD,HYD,2029,31.4381
REGION1,DEMPWRHYD,HYD,2030,31.4381
REGION1,DEMPWRNGS,NGS,2016,48.2201
REGION1,DEMPWRNGS,NGS,2017,48.2201
REGION1,DEMPWRNGS,NGS,2018,48.2201
REGION1,DEMPWRNGS,NGS,2019,48.2201
REGION1,DEMPWRNGS,NGS,2020,54.1142
REGION1,DEMPWRNGS,NGS,2021,54.1142
REGION1,DEMPWRNGS,NGS,2022,54.1142
REGION1,DEMPWRNGS,NGS,2023,54.4159
REGION1,DEMPWRNGS,NGS,2024,69.385
REGION1,DEMPWRNGS,NGS,2025,84.3335
REGION1,DEMPWRNGS,NGS,2026,99.5364
REGION1,DEMPWRNGS,NGS,2027,114.4494
REGION1,DEMPWRNGS,NGS,2028,128.3154
REGION1,DEMPWRNGS,NGS,2029,141.9506
REGION1,DEMPWRNGS,NGS,2030,152.8602
REGION1,DEMPWRSOL,SOL,2019,0.2674
REGION1,DEMPWRSOL,SOL,2020,0.624
REGION1,DEMPWRSOL,SOL,2021,0.624
REGION1,DEMPWRSOL,SOL,2022,0.624
REGION1,DEMPWRSOL,SOL,2023,0.624
REGION1,DEMPWRSOL,SOL,2024,0.624
REGION1,DEMPWRSOL,SOL,2025,0.624
REGION1,DEMPWRSOL,SOL,2026,0.624
REGION1,DEMPWRSOL,SOL,2027,0.624
REGION1,DEMPWRSOL,SOL,2028,0.624
REGION1,DEMPWRSOL,SOL,2029,0.624
REGION1,DEMPWRSOL,SOL,2030,0.624
REGION1,DEMPWRSURNOC,WTRSURNOC,2016,0.0388
REGION1,DEMPWRSURNOC,WTRSURNOC,2017,0.0417
REGION1,DEMPWRSURNOC,WTRSURNOC,2018,0.046
REGION1,DEMPWRSURNOC,WTRSURNOC,2019,0.046
REGION1,DEMPWRSURNOC,WTRSURNOC,2020,0.0986
REGION1,DEMPWRSURNOC,WTRSURNOC,2021,0.0986
REGION1,DEMPWRSURNOC,WTRSURNOC,2022,0.0986
REGION1,DEMPWRSURNOC,WTRSURNOC,2023,0.0986
REGION1,DEMPWRSURNOC,WTRSURNOC,2024,0.0986
REGION1,DEMPWRSURNOC,WTRSURNOC,2025,0.0986
REGION1,DEMPWRSURNOC,WTRSURNOC,2026,0.0986
REGION1,DEMPWRSURNOC,WTRSURNOC,2027,0.0986
REGION1,DEMPWRSURNOC,WTRSURNOC,2028,0.0986
REGION1,DEMPWRSURNOC,WTRSURNOC,2029,0.0986
REGION1,DEMPWRSURNOC,WTRSURNOC,2030,0.1233
REGION1,DEMPWRSURNOE,WTRSURNOE,2016,0.8902
REGION1,DEMPWRSURNOE,WTRSURNOE,2017,0.982
REGION1,DEMPWRSURNOE,WTRSURNOE,2018,0.8645
REGION1,DEMPWRSURNOE,WTRSURNOE,2019,0.4626
REGION1,DEMPWRSURNOE,WTRSURNOE,2020,0.529
REGION1,DEMPWRSURNOE,WTRSURNOE,2021,0.8046
REGION1,DEMPWRSURNOE,WTRSURNOE,2022,1.0797
REGION1,DEMPWRSURNOE,WTRSURNOE,2023,1.3261
REGION1,DEMPWRSURNOE,WTRSURNOE,2024,1.2986
REGION1,DEMPWRSURNOE,WTRSURNOE,2025,1.2711
REGION1,DEMPWRSURNOE,WTRSURNOE,2026,1.2436
REGION1,DEMPWRSURNOE,WTRSURNOE,2027,1.2162
REGION1,DEMPWRSURNOE,WTRSURNOE,2028,1.1556
REGION1,DEMPWRSURNOE,WTRSURNOE,2029,1.1313
REGION1,DEMPWRSURNOE,WTRSURNOE,2030,1.156
REGION1,DEMPWRSURSOE,WTRSURSOE,2016,0.0825
REGION1,DEMPWRSURSOE,WTRSURSOE,2017,0.1512
REGION1,DEMPWRSURSOE,WTRSURSOE,2018,0.3499
REGION1,DEMPWRSURSOE,WTRSURSOE,2019,0.7837
REGION1,DEMPWRSURSOE,WTRSURSOE,2020,0.809
REGION1,DEMPWRSURSOE,WTRSURSOE,2021,0.809
REGION1,DEMPWRSURSOE,WTRSURSOE,2022,0.809
REGION1,DEMPWRSURSOE,WTRSURSOE,2023,0.8237
REGION1,DEMPWRSURSOE,WTRSURSOE,2024,0.905
REGION1,DEMPWRSURSOE,WTRSURSOE,2025,0.9862
REGION1,DEMPWRSURSOE,WTRSURSOE,2026,1.0688
REGION1,DEMPWRSURSOE,WTRSURSOE,2027,1.1498
REGION1,DEMPWRSURSOE,WTRSURSOE,2028,1.2571
REGION1,DEMPWRSURSOE,WTRSURSOE,2029,1.3438
REGION1,DEMPWRSURSOE,WTRSURSOE,2030,1.3784
REGION1,DEMPWRWND,WND,2016,0.1149
REGION1,DEMPWRWND,WND,2017,0.1149
REGION1,DEMPWRWND,WND,2018,0.5144
REGION1,DEMPWRWND,WND,2019,0.7298
REGION1,DEMPWRWND,WND,2020,0.8571
REGION1,DEMPWRWND,WND,2021,0.8571
REGION1,DEMPWRWND,WND,2022,0.8571
REGION1,DEMPWRWND,WND,2023,0.8571
REGION1,DEMPWRWND,WND,2024,0.8571
REGION1,DEMPWRWND,WND,2025,0.8571
REGION1,DEMPWRWND,WND,2026,0.8571
REGION1,DEMPWRWND,WND,2027,0.8571
REGION1,DEMPWRWND,WND,2028,0.8571
REGION1,DEMPWRWND,WND,2029,0.8571
REGION1,DEMPWRWND,WND,2030,0.8571
REGION1,DEMRESBIO,BIO,2016,62.508
REGION1,DEMRESBIO,BIO,2017,67.0782
REGION1,DEMRESBIO,BIO,2018,71.6466
REGION1,DEMRESBIO,BIO,2019,76.2136
REGION1,DEMRESBIO,BIO,2020,83.7068
REGION1,DEMRESBIO,BIO,2021,91.1979
REGION1,DEMRESBIO,BIO,2022,98.6869
REGION1,DEMRESBIO,BIO,2023,106.1744
REGION1,DEMRESBIO,BIO,2024,113.6602
REGION1,DEMRESBIO,BIO,2025,121.1447
REGION1,DEMRESBIO,BIO,2026,128.6278
REGION1,DEMRESBIO,BIO,2027,136.1097
REGION1,DEMRESBIO,BIO,2028,143.5904
REGION1,DEMRESBIO,BIO,2029,151.07
REGION1,DEMRESBIO,BIO,2030,157.6134
REGION1,DEMRESCOA,COA,2016,0.6469
REGION1,DEMRESCOA,COA,2017,0.6943
REGION1,DEMRESCOA,COA,2018,0.7415
REGION1,DEMRESCOA,COA,2019,0.7887
REGION1,DEMRESCOA,COA,2020,0.8663
REGION1,DEMRESCOA,COA,2021,0.9438
REGION1,DEMRESCOA,COA,2022,1.0213
REGION1,DEMRESCOA,COA,2023,1.0988
REGION1,DEMRESCOA,COA,2024,1.1763
REGION1,DEMRESCOA,COA,2025,1.2537
REGION1,DEMRESCOA,COA,2026,1.3312
REGION1,DEMRESCOA,COA,2027,1.4086
REGION1,DEMRESCOA,COA,2028,1.4861
REGION1,DEMRESCOA,COA,2029,1.5635
REGION1,DEMRESCOA,COA,2030,1.6311
REGION1,DEMRESDSL,DSL,2016,0.075
REGION1,DEMRESDSL,DSL,2017,0.0805
REGION1,DEMRESDSL,DSL,2018,0.086
REGION1,DEMRESDSL,DSL,2019,0.0915
REGION1,DEMRESDSL,DSL,2020,0.1004
REGION1,DEMRESDSL,DSL,2021,0.1094
REGION1,DEMRESDSL,DSL,2022,0.1184
REGION1,DEMRESDSL,DSL,2023,0.1275
REGION1,DEMRESDSL,DSL,2024,0.1364
REGION1,DEMRESDSL,DSL,2025,0.1454
REGION1,DEMRESDSL,DSL,2026,0.1544
REGION1,DEMRESDSL,DSL,2027,0.1633
REGION1,DEMRESDSL,DSL,2028,0.1723
REGION1,DEMRESDSL,DSL,2029,0.1813
REGION1,DEMRESDSL,DSL,2030,0.1891
REGION1,DEMRESELCC02,ELCC02,2016,2.3097
REGION1,DEMRESELCC02,ELCC02,2017,2.4786
REGION1,DEMRESELCC02,ELCC02,2018,2.6474
REGION1,DEMRESELCC02,ELCC02,2019,2.8161
REGION1,DEMRESELCC02,ELCC02,2020,3.093
REGION1,DEMRESELCC02,ELCC02,2021,3.3698
REGION1,DEMRESELCC02,ELCC02,2022,3.6465
REGION1,DEMRESELCC02,ELCC02,2023,3.9232
REGION1,DEMRESELCC02,ELCC02,2024,4.1998
REGION1,DEMRESELCC02,ELCC02,2025,4.4764
REGION1,DEMRESELCC02,ELCC02,2026,4.7529
REGION1,DEMRESELCC02,ELCC02,2027,5.0293
REGION1,DEMRESELCC02,ELCC02,2028,5.3057
REGION1,DEMRESELCC02,ELCC02,2029,5.5821
REGION1,DEMRESELCC02,ELCC02,2030,5.8239
REGION1,DEMRESELCN02,ELCN02,2016,10.2064
REGION1,DEMRESELCN02,ELCN02,2017,10.9526
REGION1,DEMRESELCN02,ELCN02,2018,11.6986
REGION1,DEMRESELCN02,ELCN02,2019,12.4443
REGION1,DEMRESELCN02,ELCN02,2020,13.6677
REGION1,DEMRESELCN02,ELCN02,2021,14.8909
REGION1,DEMRESELCN02,ELCN02,2022,16.1137
REGION1,DEMRESELCN02,ELCN02,2023,17.3363
REGION1,DEMRESELCN02,ELCN02,2024,18.5586
REGION1,DEMRESELCN02,ELCN02,2025,19.7807
REGION1,DEMRESELCN02,ELCN02,2026,21.0025
REGION1,DEMRESELCN02,ELCN02,2027,22.2242
REGION1,DEMRESELCN02,ELCN02,2028,23.4456
REGION1,DEMRESELCN02,ELCN02,2029,24.6669
REGION1,DEMRESELCN02,ELCN02,2030,25.7353
REGION1,DEMRESELCS02,ELCS02,2016,12.4849
REGION1,DEMRESELCS02,ELCS02,2017,13.3977
REGION1,DEMRESELCS02,ELCS02,2018,14.3102
REGION1,DEMRESELCS02,ELCS02,2019,15.2223
REGION1,DEMRESELCS02,ELCS02,2020,16.719
REGION1,DEMRESELCS02,ELCS02,2021,18.2151
REGION1,DEMRESELCS02,ELCS02,2022,19.711
REGION1,DEMRESELCS02,ELCS02,2023,21.2065
REGION1,DEMRESELCS02,ELCS02,2024,22.7016
REGION1,DEMRESELCS02,ELCS02,2025,24.1965
REGION1,DEMRESELCS02,ELCS02,2026,25.6911
REGION1,DEMRESELCS02,ELCS02,2027,27.1855
REGION1,DEMRESELCS02,ELCS02,2028,28.6796
REGION1,DEMRESELCS02,ELCS02,2029,30.1736
REGION1,DEMRESELCS02,ELCS02,2030,31.4805
REGION1,DEMRESKER,KER,2016,0.1091
REGION1,DEMRESKER,KER,2017,0.1171
REGION1,DEMRESKER,KER,2018,0.1251
REGION1,DEMRESKER,KER,2019,0.1331
REGION1,DEMRESKER,KER,2020,0.1462
REGION1,DEMRESKER,KER,2021,0.1592
REGION1,DEMRESKER,KER,2022,0.1723
REGION1,DEMRESKER,KER,2023,0.1854
REGION1,DEMRESKER,KER,2024,0.1985
REGION1,DEMRESKER,KER,2025,0.2116
REGION1,DEMRESKER,KER,2026,0.2247
REGION1,DEMRESKER,KER,2027,0.2376
REGION1,DEMRESKER,KER,2028,0.2507
REGION1,DEMRESKER,KER,2029,0.2638
REGION1,DEMRESKER,KER,2030,0.2752
REGION1,DEMRESLPG,LPG,2016,5.8877
REGION1,DEMRESLPG,LPG,2017,6.3182
REGION1,DEMRESLPG,LPG,2018,6.7485
REGION1,DEMRESLPG,LPG,2019,7.1786
REGION1,DEMRESLPG,LPG,2020,7.8844
REGION1,DEMRESLPG,LPG,2021,8.59
REGION1,DEMRESLPG,LPG,2022,9.2954
REGION1,DEMRESLPG,LPG,2023,10.0006
REGION1,DEMRESLPG,LPG,2024,10.7058
REGION1,DEMRESLPG,LPG,2025,11.4107
REGION1,DEMRESLPG,LPG,2026,12.1156
REGION1,DEMRESLPG,LPG,2027,12.8203
REGION1,DEMRESLPG,LPG,2028,13.525
REGION1,DEMRESLPG,LPG,2029,14.2294
REGION1,DEMRESLPG,LPG,2030,14.8457
REGION1,DEMTRADSL,DSL,2016,32.2915
REGION1,DEMTRADSL,DSL,2017,34.6524
REGION1,DEMTRADSL,DSL,2018,37.0124
REGION1,DEMTRADSL,DSL,2019,39.3717
REGION1,DEMTRADSL,DSL,2020,43.2427
REGION1,DEMTRADSL,DSL,2021,47.1125
REGION1,DEMTRADSL,DSL,2022,50.9815
REGION1,DEMTRADSL,DSL,2023,54.8494
REGION1,DEMTRADSL,DSL,2024,58.7166
REGION1,DEMTRADSL,DSL,2025,62.5831
REGION1,DEMTRADSL,DSL,2026,66.4488
REGION1,DEMTRADSL,DSL,2027,70.3139
REGION1,DEMTRADSL,DSL,2028,74.1785
REGION1,DEMTRADSL,DSL,2029,78.0423
REGION1,DEMTRADSL,DSL,2030,81.4227
REGION1,DEMTRAGSL,GSL,2016,30.2429
REGION1,DEMTRAGSL,GSL,2017,32.4541
REGION1,DEMTRAGSL,GSL,2018,34.6643
REGION1,DEMTRAGSL,GSL,2019,36.874
REGION1,DEMTRAGSL,GSL,2020,40.4994
REGION1,DEMTRAGSL,GSL,2021,44.1237
REGION1,DEMTRAGSL,GSL,2022,47.7472
REGION1,DEMTRAGSL,GSL,2023,51.3697
REGION1,DEMTRAGSL,GSL,2024,54.9916
REGION1,DEMTRAGSL,GSL,2025,58.6127
REGION1,DEMTRAGSL,GSL,2026,62.2332
REGION1,DEMTRAGSL,GSL,2027,65.8532
REGION1,DEMTRAGSL,GSL,2028,69.4725
REGION1,DEMTRAGSL,GSL,2029,73.0914
REGION1,DEMTRAGSL,GSL,2030,76.2572
REGION1,DEMTRAHFO,HFO,2016,0.2618
REGION1,DEMTRAHFO,HFO,2017,0.2808
REGION1,DEMTRAHFO,HFO,2018,0.3
REGION1,DEMTRAHFO,HFO,2019,0.3191
REGION1,DEMTRAHFO,HFO,2020,0.3505
REGION1,DEMTRAHFO,HFO,2021,0.3819
REGION1,DEMTRAHFO,HFO,2022,0.4133
REGION1,DEMTRAHFO,HFO,2023,0.4446
REGION1,DEMTRAHFO,HFO,2024,0.476
REGION1,DEMTRAHFO,HFO,2025,0.5072
REGION1,DEMTRAHFO,HFO,2026,0.5386
REGION1,DEMTRAHFO,HFO,2027,0.5699
REGION1,DEMTRAHFO,HFO,2028,0.6013
REGION1,DEMTRAHFO,HFO,2029,0.6326
REGION1,DEMTRAHFO,HFO,2030,0.66
REGION1,EXPCOA,COA,2016,67.3085
REGION1,EXPCOA,COA,2017,53.8468
REGION1,EXPCOA,COA,2018,43.0774
REGION1,EXPCOA,COA,2019,34.4619
REGION1,EXPCOA,COA,2020,27.5695
REGION1,EXPCOA,COA,2021,22.0556
REGION1,EXPCOA,COA,2022,17.6445
REGION1,EXPCOA,COA,2023,14.1156
REGION1,EXPCOA,COA,2024,11.2925
REGION1,EXPCOA,COA,2025,9.034
REGION1,EXPCOA,COA,2026,7.2272
REGION1,EXPCOA,COA,2027,5.7818
REGION1,EXPCOA,COA,2028,4.6254
REGION1,EXPCOA,COA,2029,3.7003
REGION1,EXPCOA,COA,2030,2.9603
REGION1,EXPCRU,CRU,2016,37.38
REGION1,EXPCRU,CRU,2017,44.856
REGION1,EXPCRU,CRU,2018,53.8272
REGION1,EXPCRU,CRU,2019,64.5926
REGION1,EXPCRU,CRU,2020,77.5112
REGION1,EXPCRU,CRU,2021,93.0134
REGION1,EXPCRU,CRU,2022,94.0678
REGION1,EXPCRU,CRU,2023,86.1676
REGION1,EXPCRU,CRU,2024,77.4775
REGION1,EXPCRU,CRU,2025,67.9183
REGION1,EXPCRU,CRU,2026,57.6898
REGION1,EXPCRU,CRU,2027,57.6898
REGION1,EXPCRU,CRU,2028,57.6898
REGION1,EXPCRU,CRU,2029,57.6898
REGION1,EXPCRU,CRU,2030,57.6898
REGION1,EXPELCC02,ELCC02,2016,0.0308
REGION1,EXPELCN02,ELCN02,2016,0.1362
REGION1,EXPELCS02,ELCS02,2016,0.1667
REGION1,LNDAGRMRDC01,AGRWATMRD,2016,0.0232
REGION1,LNDAGRMRDC01,AGRWATMRD,2017,0.0216
REGION1,LNDAGRMRDC01,AGRWATMRD,2018,0.0201
REGION1,LNDAGRMRDC01,AGRWATMRD,2019,0.0185
REGION1,LNDAGRMRDC01,AGRWATMRD,2020,0.017
REGION1,LNDAGRMRDC01,AGRWATMRD,2021,0.0155
REGION1,LNDAGRMRDC01,AGRWATMRD,2022,0.0139
REGION1,LNDAGRMRDC01,AGRWATMRD,2023,0.0124
REGION1,LNDAGRMRDC01,AGRWATMRD,2024,0.0108
REGION1,LNDAGRMRDC01,AGRWATMRD,2025,0.0092
REGION1,LNDAGRMRDC01,AGRWATMRD,2026,0.0078
REGION1,LNDAGRMRDC01,AGRWATMRD,2027,0.0066
REGION1,LNDAGRMRDC01,AGRWATMRD,2028,0.0056
REGION1,LNDAGRMRDC01,AGRWATMRD,2029,0.0048
REGION1,LNDAGRMRDC01,AGRWATMRD,2030,0.0041
REGION1,LNDAGRMRDC01,LBARMRD,2016,0.0002
REGION1,LNDAGRMRDC01,LBARMRD,2017,0.0002
REGION1,LNDAGRMRDC01,LBARMRD,2018,0.0002
REGION1,LNDAGRMRDC01,LBARMRD,2019,0.0002
REGION1,LNDAGRMRDC01,LBARMRD,2020,0.0002
REGION1,LNDAGRMRDC01,LBARMRD,2021,0.0002
REGION1,LNDAGRMRDC01,LBARMRD,2022,0.0002
REGION1,LNDAGRMRDC01,LBARMRD,2023,0.0002
REGION1,LNDAGRMRDC01,LBARMRD,2024,0.0002
REGION1,LNDAGRMRDC01,LBARMRD,2025,0.0002
REGION1,LNDAGRMRDC01,LBARMRD,2026,0.0002
REGION1,LNDAGRMRDC01,LBARMRD,2027,0.0002
REGION1,LNDAGRMRDC01,LBARMRD,2028,0.0002
REGION1,LNDAGRMRDC01,LBARMRD,2029,0.0002
REGION1,LNDAGRMRDC01,LBARMRD,2030,0.0002
REGION1,LNDAGRMRDC01,LBLTMRD,2016,0.2567
REGION1,LNDAGRMRDC01,LBLTMRD,2017,0.2654
REGION1,LNDAGRMRDC01,LBLTMRD,2018,0.2754
REGION1,LNDAGRMRDC01,LBLTMRD,2019,0.2841
REGION1,LNDAGRMRDC01,LBLTMRD,2020,0.2916
REGION1,LNDAGRMRDC01,LBLTMRD,2021,0.3003
REGION1,LNDAGRMRDC01,LBLTMRD,2022,0.3078
REGION1,LNDAGRMRDC01,LBLTMRD,2023,0.3165
REGION1,LNDAGRMRDC01,LBLTMRD,2024,0.3252
REGION1,LNDAGRMRDC01,LBLTMRD,2025,0.3327
REGION1,LNDAGRMRDC01,LBLTMRD,2026,0.3414
REGION1,LNDAGRMRDC01,LBLTMRD,2027,0.3501
REGION1,LNDAGRMRDC01,LBLTMRD,2028,0.3588
REGION1,LNDAGRMRDC01,LBLTMRD,2029,0.3676
REGION1,LNDAGRMRDC01,LBLTMRD,2030,0.3738
REGION1,LNDAGRMRDC01,LCP01HIMRD,2016,0.0132
REGION1,LNDAGRMRDC01,LCP01HIMRD,2017,0.0124
REGION1,LNDAGRMRDC01,LCP01HIMRD,2018,0.0115
REGION1,LNDAGRMRDC01,LCP01HIMRD,2019,0.0106
REGION1,LNDAGRMRDC01,LCP01HIMRD,2020,0.0097
REGION1,LNDAGRMRDC01,LCP01HIMRD,2021,0.0088
REGION1,LNDAGRMRDC01,LCP01HIMRD,2022,0.0079
REGION1,LNDAGRMRDC01,LCP01HIMRD,2023,0.0071
REGION1,LNDAGRMRDC01,LCP01HIMRD,2024,0.0062
REGION1,LNDAGRMRDC01,LCP01HIMRD,2025,0.0053
REGION1,LNDAGRMRDC01,LCP01HIMRD,2026,0.0045
REGION1,LNDAGRMRDC01,LCP01HIMRD,2027,0.0038
REGION1,LNDAGRMRDC01,LCP01HIMRD,2028,0.0033
REGION1,LNDAGRMRDC01,LCP01HIMRD,2029,0.0028
REGION1,LNDAGRMRDC01,LCP01HIMRD,2030,0.0024
REGION1,LNDAGRMRDC01,LCP01IRMRD,2016,0.0802
REGION1,LNDAGRMRDC01,LCP01IRMRD,2017,0.0798
REGION1,LNDAGRMRDC01,LCP01IRMRD,2018,0.0794
REGION1,LNDAGRMRDC01,LCP01IRMRD,2019,0.0791
REGION1,LNDAGRMRDC01,LCP01IRMRD,2020,0.0787
REGION1,LNDAGRMRDC01,LCP01IRMRD,2021,0.0783
REGION1,LNDAGRMRDC01,LCP01IRMRD,2022,0.0779
REGION1,LNDAGRMRDC01,LCP01IRMRD,2023,0.0775
REGION1,LNDAGRMRDC01,LCP01IRMRD,2024,0.0771
REGION1,LNDAGRMRDC01,LCP01IRMRD,2025,0.0768
REGION1,LNDAGRMRDC01,LCP01IRMRD,2026,0.0764
REGION1,LNDAGRMRDC01,LCP01IRMRD,2027,0.076
REGION1,LNDAGRMRDC01,LCP01IRMRD,2028,0.0756
REGION1,LNDAGRMRDC01,LCP01IRMRD,2029,0.0752
REGION1,LNDAGRMRDC01,LCP01IRMRD,2030,0.0748
REGION1,LNDAGRMRDC01,LCP03IRMRD,2016,0.0132
REGION1,LNDAGRMRDC01,LCP03IRMRD,2017,0.0123
REGION1,LNDAGRMRDC01,LCP03IRMRD,2018,0.0114
REGION1,LNDAGRMRDC01,LCP03IRMRD,2019,0.0105
REGION1,LNDAGRMRDC01,LCP03IRMRD,2020,0.0097
REGION1,LNDAGRMRDC01,LCP03IRMRD,2022,0.0079
REGION1,LNDAGRMRDC01,LCP03IRMRD,2027,0.0037
REGION1,LNDAGRMRDC01,LCP03IRMRD,2028,0.0032
REGION1,LNDAGRMRDC01,LCP03IRMRD,2029,0.0027
REGION1,LNDAGRMRDC01,LCP03IRMRD,2030,0.0023
REGION1,LNDAGRMRDC01,LCP03LRMRD,2016,0.0132
REGION1,LNDAGRMRDC01,LCP03LRMRD,2017,0.0123
REGION1,LNDAGRMRDC01,LCP03LRMRD,2018,0.0114
REGION1,LNDAGRMRDC01,LCP03LRMRD,2019,0.0105
REGION1,LNDAGRMRDC01,LCP03LRMRD,2020,0.0089
REGION1,LNDAGRMRDC01,LCP05IRMRD,2016,1.6453
REGION1,LNDAGRMRDC01,LCP05IRMRD,2017,1.6632
REGION1,LNDAGRMRDC01,LCP05IRMRD,2018,1.661
REGION1,LNDAGRMRDC01,LCP05IRMRD,2019,1.6665
REGION1,LNDAGRMRDC01,LCP05IRMRD,2020,1.6848
REGION1,LNDAGRMRDC01,LCP05IRMRD,2021,1.7204
REGION1,LNDAGRMRDC01,LCP05IRMRD,2022,1.7188
REGION1,LNDAGRMRDC01,LCP05IRMRD,2023,1.7311
REGION1,LNDAGRMRDC01,LCP05IRMRD,2024,1.7351
REGION1,LNDAGRMRDC01,LCP05IRMRD,2025,1.7352
REGION1,LNDAGRMRDC01,LCP05IRMRD,2026,1.7386
REGION1,LNDAGRMRDC01,LCP05IRMRD,2027,1.737
REGION1,LNDAGRMRDC01,LCP05IRMRD,2028,1.7396
REGION1,LNDAGRMRDC01,LCP05IRMRD,2029,1.7438
REGION1,LNDAGRMRDC01,LCP05IRMRD,2030,1.7469
REGION1,LNDAGRMRDC01,LCP05LRMRD,2016,0.0136
REGION1,LNDAGRMRDC01,LCP05LRMRD,2017,0.006
REGION1,LNDAGRMRDC01,LCP05LRMRD,2018,0.0135
REGION1,LNDAGRMRDC01,LCP05LRMRD,2019,0.0125
REGION1,LNDAGRMRDC01,LCP05LRMRD,2020,0.0114
REGION1,LNDAGRMRDC01,LCP05LRMRD,2025,0.0045
REGION1,LNDAGRMRDC01,LCP05LRMRD,2026,0.0038
REGION1,LNDAGRMRDC01,LCP05LRMRD,2027,0.0037
REGION1,LNDAGRMRDC01,LCP05LRMRD,2028,0.0029
REGION1,LNDAGRMRDC01,LCP07IIMRD,2016,0.0099
REGION1,LNDAGRMRDC01,LCP07IIMRD,2017,0.0093
REGION1,LNDAGRMRDC01,LCP07IIMRD,2018,0.0086
REGION1,LNDAGRMRDC01,LCP07IIMRD,2019,0.0079
REGION1,LNDAGRMRDC01,LCP07IIMRD,2020,0.0073
REGION1,LNDAGRMRDC01,LCP07IIMRD,2021,0.0066
REGION1,LNDAGRMRDC01,LCP07IIMRD,2022,0.006
REGION1,LNDAGRMRDC01,LCP07IIMRD,2023,0.0053
REGION1,LNDAGRMRDC01,LCP07IIMRD,2024,0.0046
REGION1,LNDAGRMRDC01,LCP07IIMRD,2025,0.0039
REGION1,LNDAGRMRDC01,LCP07IIMRD,2026,0.0033
REGION1,LNDAGRMRDC01,LCP07IIMRD,2027,0.0028
REGION1,LNDAGRMRDC01,LCP07IIMRD,2028,0.0024
REGION1,LNDAGRMRDC01,LCP07IIMRD,2029,0.002
REGION1,LNDAGRMRDC01,LCP07IIMRD,2030,0.0017
REGION1,LNDAGRMRDC01,LFORMRD,2016,0.0807
REGION1,LNDAGRMRDC01,LFORMRD,2017,0.0767
REGION1,LNDAGRMRDC01,LFORMRD,2018,0.0729
REGION1,LNDAGRMRDC01,LFORMRD,2019,0.0692
REGION1,LNDAGRMRDC01,LFORMRD,2020,0.0657
REGION1,LNDAGRMRDC01,LFORMRD,2021,0.0625
REGION1,LNDAGRMRDC01,LFORMRD,2022,0.0593
REGION1,LNDAGRMRDC01,LFORMRD,2023,0.0564
REGION1,LNDAGRMRDC01,LFORMRD,2024,0.0535
REGION1,LNDAGRMRDC01,LFORMRD,2025,0.0509
REGION1,LNDAGRMRDC01,LFORMRD,2026,0.0483
REGION1,LNDAGRMRDC01,LFORMRD,2027,0.0459
REGION1,LNDAGRMRDC01,LFORMRD,2028,0.0436
REGION1,LNDAGRMRDC01,LFORMRD,2029,0.0414
REGION1,LNDAGRMRDC01,LFORMRD,2030,0.0394
REGION1,LNDAGRMRDC01,LGRSMRD,2016,0.2249
REGION1,LNDAGRMRDC01,LGRSMRD,2017,0.2137
REGION1,LNDAGRMRDC01,LGRSMRD,2018,0.203
REGION1,LNDAGRMRDC01,LGRSMRD,2019,0.1928
