r,t,l,y,RateOfTotalActivity
REGION1,DEMAGRSURNOC,SEA1INT,2030,3.2538
REGION1,DEMAGRSURNOC,SEA1PEK,2016,1.8088
REGION1,DEMAGRSURNOC,SEA1PEK,2017,1.9151
REGION1,DEMAGRSURNOC,SEA1PEK,2018,1.9701
REGION1,DEMAGRSURNOC,SEA1PEK,2019,2.1046
REGION1,DEMAGRSURNOC,SEA1PEK,2020,2.2463
REGION1,DEMAGRSURNOC,SEA1PEK,2021,2.3601
REGION1,DEMAGRSURNOC,SEA1PEK,2022,3.4287
REGION1,DEMAGRSURNOC,SEA1PEK,2023,3.7266
REGION1,DEMAGRSURNOC,SEA1PEK,2024,2.7734
REGION1,DEMAGRSURNOC,SEA1PEK,2025,2.8985
REGION1,DEMAGRSURNOC,SEA1PEK,2026,3.0086
REGION1,DEMAGRSURNOC,SEA1PEK,2027,3.0992
REGION1,DEMAGRSURNOC,SEA1PEK,2028,3.17
REGION1,DEMAGRSURNOC,SEA1PEK,2029,3.2182
REGION1,DEMAGRSURNOC,SEA1PEK,2030,3.2538
REGION1,DEMAGRSURNOC,SEA2BAS,2016,1.8088
REGION1,DEMAGRSURNOC,SEA2BAS,2017,1.9151
REGION1,DEMAGRSURNOC,SEA2BAS,2018,1.9701
REGION1,DEMAGRSURNOC,SEA2BAS,2019,2.1046
REGION1,DEMAGRSURNOC,SEA2BAS,2020,2.2463
REGION1,DEMAGRSURNOC,SEA2BAS,2021,2.5038
REGION1,DEMAGRSURNOC,SEA2BAS,2022,2.4733
REGION1,DEMAGRSURNOC,SEA2BAS,2023,3.7266
REGION1,DEMAGRSURNOC,SEA2BAS,2024,2.7745
REGION1,DEMAGRSURNOC,SEA2BAS,2025,3.4822
REGION1,DEMAGRSURNOC,SEA2BAS,2026,3.0086
REGION1,DEMAGRSURNOC,SEA2BAS,2027,4.695
REGION1,DEMAGRSURNOC,SEA2BAS,2028,3.17
REGION1,DEMAGRSURNOC,SEA2BAS,2029,3.2182
REGION1,DEMAGRSURNOC,SEA2BAS,2030,3.3642
REGION1,DEMAGRSURNOC,SEA2INT,2016,1.8088
REGION1,DEMAGRSURNOC,SEA2INT,2017,1.9555
REGION1,DEMAGRSURNOC,SEA2INT,2018,1.9701
REGION1,DEMAGRSURNOC,SEA2INT,2019,2.4902
REGION1,DEMAGRSURNOC,SEA2INT,2020,2.2922
REGION1,DEMAGRSURNOC,SEA2INT,2021,2.3601
REGION1,DEMAGRSURNOC,SEA2INT,2022,2.7147
REGION1,DEMAGRSURNOC,SEA2INT,2023,2.6279
REGION1,DEMAGRSURNOC,SEA2INT,2024,3.9042
REGION1,DEMAGRSURNOC,SEA2INT,2025,2.897
REGION1,DEMAGRSURNOC,SEA2INT,2026,3.0086
REGION1,DEMAGRSURNOC,SEA2INT,2027,3.0992
REGION1,DEMAGRSURNOC,SEA2INT,2028,4.5596
REGION1,DEMAGRSURNOC,SEA2INT,2029,3.2182
REGION1,DEMAGRSURNOC,SEA2INT,2030,5.0612
REGION1,DEMAGRSURNOC,SEA2PEK,2016,1.8088
REGION1,DEMAGRSURNOC,SEA2PEK,2017,2.3901
REGION1,DEMAGRSURNOC,SEA2PEK,2018,1.9701
REGION1,DEMAGRSURNOC,SEA2PEK,2019,2.1046
REGION1,DEMAGRSURNOC,SEA2PEK,2020,2.2463
REGION1,DEMAGRSURNOC,SEA2PEK,2021,2.3601
REGION1,DEMAGRSURNOC,SEA2PEK,2022,3.4287
REGION1,DEMAGRSURNOC,SEA2PEK,2023,2.6279
REGION1,DEMAGRSURNOC,SEA2PEK,2024,2.7745
REGION1,DEMAGRSURNOC,SEA2PEK,2025,2.8985
REGION1,DEMAGRSURNOC,SEA2PEK,2026,4.4982
REGION1,DEMAGRSURNOC,SEA2PEK,2027,3.0992
REGION1,DEMAGRSURNOC,SEA2PEK,2028,4.8542
REGION1,DEMAGRSURNOC,SEA2PEK,2029,3.2182
REGION1,DEMAGRSURNOC,SEA2PEK,2030,3.2538
REGION1,DEMAGRSURNOE,SEA1BAS,2016,0.1787
REGION1,DEMAGRSURNOE,SEA1BAS,2017,0.1709
REGION1,DEMAGRSURNOE,SEA1BAS,2018,0.1616
REGION1,DEMAGRSURNOE,SEA1BAS,2019,0.1564
REGION1,DEMAGRSURNOE,SEA1BAS,2020,0.1631
REGION1,DEMAGRSURNOE,SEA1BAS,2021,0.1653
REGION1,DEMAGRSURNOE,SEA1BAS,2022,0.1632
REGION1,DEMAGRSURNOE,SEA1BAS,2023,0.1435
REGION1,DEMAGRSURNOE,SEA1BAS,2024,0.1505
REGION1,DEMAGRSURNOE,SEA1BAS,2025,0.1444
REGION1,DEMAGRSURNOE,SEA1BAS,2026,0.1145
REGION1,DEMAGRSURNOE,SEA1BAS,2027,0.1037
REGION1,DEMAGRSURNOE,SEA1BAS,2028,0.0935
REGION1,DEMAGRSURNOE,SEA1BAS,2029,0.0845
REGION1,DEMAGRSURNOE,SEA1BAS,2030,0.0765
REGION1,DEMAGRSURNOE,SEA1INT,2016,0.1468
REGION1,DEMAGRSURNOE,SEA1INT,2017,0.1661
REGION1,DEMAGRSURNOE,SEA1INT,2018,0.1616
REGION1,DEMAGRSURNOE,SEA1INT,2019,0.1564
REGION1,DEMAGRSURNOE,SEA1INT,2020,0.1631
REGION1,DEMAGRSURNOE,SEA1INT,2021,0.1653
REGION1,DEMAGRSURNOE,SEA1INT,2022,0.1573
REGION1,DEMAGRSURNOE,SEA1INT,2023,0.1435
REGION1,DEMAGRSURNOE,SEA1INT,2024,0.1327
REGION1,DEMAGRSURNOE,SEA1INT,2025,0.1249
REGION1,DEMAGRSURNOE,SEA1INT,2026,0.1145
REGION1,DEMAGRSURNOE,SEA1INT,2027,0.1037
REGION1,DEMAGRSURNOE,SEA1INT,2028,0.0935
REGION1,DEMAGRSURNOE,SEA1INT,2029,0.0845
REGION1,DEMAGRSURNOE,SEA1INT,2030,0.0765
REGION1,DEMAGRSURNOE,SEA1PEK,2016,0.1831
REGION1,DEMAGRSURNOE,SEA1PEK,2017,0.1709
REGION1,DEMAGRSURNOE,SEA1PEK,2018,0.1523
REGION1,DEMAGRSURNOE,SEA1PEK,2019,0.1655
REGION1,DEMAGRSURNOE,SEA1PEK,2020,0.1631
REGION1,DEMAGRSURNOE,SEA1PEK,2021,0.1511
REGION1,DEMAGRSURNOE,SEA1PEK,2022,0.1632
REGION1,DEMAGRSURNOE,SEA1PEK,2023,0.1435
REGION1,DEMAGRSURNOE,SEA1PEK,2024,0.1327
REGION1,DEMAGRSURNOE,SEA1PEK,2025,0.1258
REGION1,DEMAGRSURNOE,SEA1PEK,2026,0.1145
REGION1,DEMAGRSURNOE,SEA1PEK,2027,0.1037
REGION1,DEMAGRSURNOE,SEA1PEK,2028,0.0935
REGION1,DEMAGRSURNOE,SEA1PEK,2029,0.0845
REGION1,DEMAGRSURNOE,SEA1PEK,2030,0.0765
REGION1,DEMAGRSURNOE,SEA2BAS,2016,0.1207
REGION1,DEMAGRSURNOE,SEA2BAS,2017,0.2493
REGION1,DEMAGRSURNOE,SEA2BAS,2018,0.1616
REGION1,DEMAGRSURNOE,SEA2BAS,2019,0.1564
REGION1,DEMAGRSURNOE,SEA2BAS,2020,0.1631
REGION1,DEMAGRSURNOE,SEA2BAS,2021,0.1601
REGION1,DEMAGRSURNOE,SEA2BAS,2022,0.1469
REGION1,DEMAGRSURNOE,SEA2BAS,2023,0.1435
REGION1,DEMAGRSURNOE,SEA2BAS,2024,0.1327
REGION1,DEMAGRSURNOE,SEA2BAS,2025,0.1258
REGION1,DEMAGRSURNOE,SEA2BAS,2026,0.1145
REGION1,DEMAGRSURNOE,SEA2BAS,2027,0.1037
REGION1,DEMAGRSURNOE,SEA2BAS,2028,0.0935
REGION1,DEMAGRSURNOE,SEA2BAS,2029,0.0845
REGION1,DEMAGRSURNOE,SEA2BAS,2030,0.0765
REGION1,DEMAGRSURNOE,SEA2INT,2016,0.1666
REGION1,DEMAGRSURNOE,SEA2INT,2017,0.1653
REGION1,DEMAGRSURNOE,SEA2INT,2018,0.1616
REGION1,DEMAGRSURNOE,SEA2INT,2019,0.1564
REGION1,DEMAGRSURNOE,SEA2INT,2020,0.1583
REGION1,DEMAGRSURNOE,SEA2INT,2021,0.1511
REGION1,DEMAGRSURNOE,SEA2INT,2022,0.1469
REGION1,DEMAGRSURNOE,SEA2INT,2023,0.1606
REGION1,DEMAGRSURNOE,SEA2INT,2024,0.1339
REGION1,DEMAGRSURNOE,SEA2INT,2025,0.1251
REGION1,DEMAGRSURNOE,SEA2INT,2026,0.1144
REGION1,DEMAGRSURNOE,SEA2INT,2027,0.1037
REGION1,DEMAGRSURNOE,SEA2INT,2028,0.0935
REGION1,DEMAGRSURNOE,SEA2INT,2029,0.0845
REGION1,DEMAGRSURNOE,SEA2INT,2030,0.0765
REGION1,DEMAGRSURNOE,SEA2PEK,2016,0.3145
REGION1,DEMAGRSURNOE,SEA2PEK,2017,0.1655
REGION1,DEMAGRSURNOE,SEA2PEK,2018,0.1543
REGION1,DEMAGRSURNOE,SEA2PEK,2019,0.1564
REGION1,DEMAGRSURNOE,SEA2PEK,2020,0.1631
REGION1,DEMAGRSURNOE,SEA2PEK,2021,0.1511
REGION1,DEMAGRSURNOE,SEA2PEK,2022,0.1632
REGION1,DEMAGRSURNOE,SEA2PEK,2023,0.1435
REGION1,DEMAGRSURNOE,SEA2PEK,2024,0.1327
REGION1,DEMAGRSURNOE,SEA2PEK,2025,0.1359
REGION1,DEMAGRSURNOE,SEA2PEK,2026,0.1145
REGION1,DEMAGRSURNOE,SEA2PEK,2027,0.1037
REGION1,DEMAGRSURNOE,SEA2PEK,2028,0.0935
REGION1,DEMAGRSURNOE,SEA2PEK,2029,0.0845
REGION1,DEMAGRSURNOE,SEA2PEK,2030,0.0765
REGION1,DEMAGRSURNOW,SEA1BAS,2016,0.5294
REGION1,DEMAGRSURNOW,SEA1BAS,2017,0.5349
REGION1,DEMAGRSURNOW,SEA1BAS,2018,0.7308
REGION1,DEMAGRSURNOW,SEA1BAS,2019,0.6912
REGION1,DEMAGRSURNOW,SEA1BAS,2020,0.5989
REGION1,DEMAGRSURNOW,SEA1BAS,2021,0.6487
REGION1,DEMAGRSURNOW,SEA1BAS,2022,0.6322
REGION1,DEMAGRSURNOW,SEA1BAS,2023,0.6029
REGION1,DEMAGRSURNOW,SEA1BAS,2024,0.5799
REGION1,DEMAGRSURNOW,SEA1BAS,2025,0.5531
REGION1,DEMAGRSURNOW,SEA1BAS,2026,0.5344
REGION1,DEMAGRSURNOW,SEA1BAS,2027,0.5262
REGION1,DEMAGRSURNOW,SEA1BAS,2028,0.5281
REGION1,DEMAGRSURNOW,SEA1BAS,2029,0.4879
REGION1,DEMAGRSURNOW,SEA1BAS,2030,0.457
REGION1,DEMAGRSURNOW,SEA1INT,2016,0.468
REGION1,DEMAGRSURNOW,SEA1INT,2017,0.6783
REGION1,DEMAGRSURNOW,SEA1INT,2018,0.7308
REGION1,DEMAGRSURNOW,SEA1INT,2019,0.6912
REGION1,DEMAGRSURNOW,SEA1INT,2020,0.6685
REGION1,DEMAGRSURNOW,SEA1INT,2021,0.6487
REGION1,DEMAGRSURNOW,SEA1INT,2022,0.6322
REGION1,DEMAGRSURNOW,SEA1INT,2023,0.6029
REGION1,DEMAGRSURNOW,SEA1INT,2024,0.5799
REGION1,DEMAGRSURNOW,SEA1INT,2025,0.553
REGION1,DEMAGRSURNOW,SEA1INT,2026,0.5344
REGION1,DEMAGRSURNOW,SEA1INT,2027,0.5262
REGION1,DEMAGRSURNOW,SEA1INT,2028,0.5281
REGION1,DEMAGRSURNOW,SEA1INT,2029,0.4879
REGION1,DEMAGRSURNOW,SEA1INT,2030,0.457
REGION1,DEMAGRSURNOW,SEA1PEK,2016,0.5294
REGION1,DEMAGRSURNOW,SEA1PEK,2017,0.4908
REGION1,DEMAGRSURNOW,SEA1PEK,2018,0.4722
REGION1,DEMAGRSURNOW,SEA1PEK,2019,0.6914
REGION1,DEMAGRSURNOW,SEA1PEK,2020,0.6685
REGION1,DEMAGRSURNOW,SEA1PEK,2021,0.6487
REGION1,DEMAGRSURNOW,SEA1PEK,2022,0.6322
REGION1,DEMAGRSURNOW,SEA1PEK,2023,0.6029
REGION1,DEMAGRSURNOW,SEA1PEK,2024,0.5746
REGION1,DEMAGRSURNOW,SEA1PEK,2025,0.5526
REGION1,DEMAGRSURNOW,SEA1PEK,2026,0.5344
REGION1,DEMAGRSURNOW,SEA1PEK,2027,0.5262
REGION1,DEMAGRSURNOW,SEA1PEK,2028,0.5281
REGION1,DEMAGRSURNOW,SEA1PEK,2029,0.4879
REGION1,DEMAGRSURNOW,SEA1PEK,2030,0.457
REGION1,DEMAGRSURNOW,SEA2BAS,2016,0.5294
REGION1,DEMAGRSURNOW,SEA2BAS,2017,0.7414
REGION1,DEMAGRSURNOW,SEA2BAS,2018,0.6464
REGION1,DEMAGRSURNOW,SEA2BAS,2019,0.6913
REGION1,DEMAGRSURNOW,SEA2BAS,2020,0.6685
REGION1,DEMAGRSURNOW,SEA2BAS,2021,0.6487
REGION1,DEMAGRSURNOW,SEA2BAS,2022,0.6322
REGION1,DEMAGRSURNOW,SEA2BAS,2023,0.6029
REGION1,DEMAGRSURNOW,SEA2BAS,2024,0.5799
REGION1,DEMAGRSURNOW,SEA2BAS,2025,0.553
REGION1,DEMAGRSURNOW,SEA2BAS,2026,0.5344
REGION1,DEMAGRSURNOW,SEA2BAS,2027,0.5262
REGION1,DEMAGRSURNOW,SEA2BAS,2028,0.5281
REGION1,DEMAGRSURNOW,SEA2BAS,2029,0.4879
REGION1,DEMAGRSURNOW,SEA2BAS,2030,0.457
REGION1,DEMAGRSURNOW,SEA2INT,2016,0.5294
REGION1,DEMAGRSURNOW,SEA2INT,2017,0.4908
REGION1,DEMAGRSURNOW,SEA2INT,2018,0.657
REGION1,DEMAGRSURNOW,SEA2INT,2019,0.6246
REGION1,DEMAGRSURNOW,SEA2INT,2020,0.666
REGION1,DEMAGRSURNOW,SEA2INT,2021,0.6487
REGION1,DEMAGRSURNOW,SEA2INT,2022,0.6322
REGION1,DEMAGRSURNOW,SEA2INT,2023,0.6029
REGION1,DEMAGRSURNOW,SEA2INT,2024,0.5777
REGION1,DEMAGRSURNOW,SEA2INT,2025,0.553
REGION1,DEMAGRSURNOW,SEA2INT,2026,0.5344
REGION1,DEMAGRSURNOW,SEA2INT,2027,0.5262
REGION1,DEMAGRSURNOW,SEA2INT,2028,0.5281
REGION1,DEMAGRSURNOW,SEA2INT,2029,0.4879
REGION1,DEMAGRSURNOW,SEA2INT,2030,0.457
REGION1,DEMAGRSURNOW,SEA2PEK,2016,0.4401
REGION1,DEMAGRSURNOW,SEA2PEK,2017,0.4908
REGION1,DEMAGRSURNOW,SEA2PEK,2018,0.5066
REGION1,DEMAGRSURNOW,SEA2PEK,2019,0.6914
REGION1,DEMAGRSURNOW,SEA2PEK,2020,0.6685
REGION1,DEMAGRSURNOW,SEA2PEK,2021,0.6487
REGION1,DEMAGRSURNOW,SEA2PEK,2022,0.6322
REGION1,DEMAGRSURNOW,SEA2PEK,2023,0.6029
REGION1,DEMAGRSURNOW,SEA2PEK,2024,0.5799
REGION1,DEMAGRSURNOW,SEA2PEK,2025,0.5522
REGION1,DEMAGRSURNOW,SEA2PEK,2026,0.5344
REGION1,DEMAGRSURNOW,SEA2PEK,2027,0.5262
REGION1,DEMAGRSURNOW,SEA2PEK,2028,0.5281
REGION1,DEMAGRSURNOW,SEA2PEK,2029,0.4879
REGION1,DEMAGRSURNOW,SEA2PEK,2030,0.457
REGION1,DEMAGRSURRRD,SEA1BAS,2016,0.1837
REGION1,DEMAGRSURRRD,SEA1BAS,2017,0.1715
REGION1,DEMAGRSURRRD,SEA1BAS,2018,0.2233
REGION1,DEMAGRSURRRD,SEA1BAS,2019,0.1511
REGION1,DEMAGRSURRRD,SEA1BAS,2020,0.189
REGION1,DEMAGRSURRRD,SEA1BAS,2021,0.1718
REGION1,DEMAGRSURRRD,SEA1BAS,2022,0.1103
REGION1,DEMAGRSURRRD,SEA1BAS,2023,0.1375
REGION1,DEMAGRSURRRD,SEA1BAS,2024,0.1204
REGION1,DEMAGRSURRRD,SEA1BAS,2025,0.1032
REGION1,DEMAGRSURRRD,SEA1BAS,2026,0.0877
REGION1,DEMAGRSURRRD,SEA1BAS,2027,0.0981
REGION1,DEMAGRSURRRD,SEA1BAS,2028,0.0831
REGION1,DEMAGRSURRRD,SEA1BAS,2029,0.071
REGION1,DEMAGRSURRRD,SEA1BAS,2030,0.0615
REGION1,DEMAGRSURRRD,SEA1INT,2016,0.1837
REGION1,DEMAGRSURRRD,SEA1INT,2017,0.1928
REGION1,DEMAGRSURRRD,SEA1INT,2018,0.1592
REGION1,DEMAGRSURRRD,SEA1INT,2019,0.2061
REGION1,DEMAGRSURRRD,SEA1INT,2020,0.1348
REGION1,DEMAGRSURRRD,SEA1INT,2021,0.1225
REGION1,DEMAGRSURRRD,SEA1INT,2022,0.1145
REGION1,DEMAGRSURRRD,SEA1INT,2023,0.1087
REGION1,DEMAGRSURRRD,SEA1INT,2024,0.1204
REGION1,DEMAGRSURRRD,SEA1INT,2025,0.1032
REGION1,DEMAGRSURRRD,SEA1INT,2026,0.0877
REGION1,DEMAGRSURRRD,SEA1INT,2027,0.0747
REGION1,DEMAGRSURRRD,SEA1INT,2028,0.0835
REGION1,DEMAGRSURRRD,SEA1INT,2029,0.071
REGION1,DEMAGRSURRRD,SEA1INT,2030,0.0615
REGION1,DEMAGRSURRRD,SEA1PEK,2016,0.1837
REGION1,DEMAGRSURRRD,SEA1PEK,2017,0.1715
REGION1,DEMAGRSURRRD,SEA1PEK,2018,0.2233
REGION1,DEMAGRSURRRD,SEA1PEK,2019,0.2061
REGION1,DEMAGRSURRRD,SEA1PEK,2020,0.189
REGION1,DEMAGRSURRRD,SEA1PEK,2021,0.1225
REGION1,DEMAGRSURRRD,SEA1PEK,2022,0.1547
REGION1,DEMAGRSURRRD,SEA1PEK,2023,0.0981
REGION1,DEMAGRSURRRD,SEA1PEK,2024,0.1204
REGION1,DEMAGRSURRRD,SEA1PEK,2025,0.1009
REGION1,DEMAGRSURRRD,SEA1PEK,2026,0.0877
REGION1,DEMAGRSURRRD,SEA1PEK,2027,0.0747
REGION1,DEMAGRSURRRD,SEA1PEK,2028,0.0835
REGION1,DEMAGRSURRRD,SEA1PEK,2029,0.071
REGION1,DEMAGRSURRRD,SEA1PEK,2030,0.0615
REGION1,DEMAGRSURRRD,SEA2BAS,2016,0.1837
REGION1,DEMAGRSURRRD,SEA2BAS,2017,0.2404
REGION1,DEMAGRSURRRD,SEA2BAS,2018,0.1873
REGION1,DEMAGRSURRRD,SEA2BAS,2019,0.147
REGION1,DEMAGRSURRRD,SEA2BAS,2020,0.1348
REGION1,DEMAGRSURRRD,SEA2BAS,2021,0.1225
REGION1,DEMAGRSURRRD,SEA2BAS,2022,0.1547
REGION1,DEMAGRSURRRD,SEA2BAS,2023,0.1375
REGION1,DEMAGRSURRRD,SEA2BAS,2024,0.1182
REGION1,DEMAGRSURRRD,SEA2BAS,2025,0.1032
REGION1,DEMAGRSURRRD,SEA2BAS,2026,0.0877
REGION1,DEMAGRSURRRD,SEA2BAS,2027,0.0747
REGION1,DEMAGRSURRRD,SEA2BAS,2028,0.0636
REGION1,DEMAGRSURRRD,SEA2BAS,2029,0.0703
REGION1,DEMAGRSURRRD,SEA2BAS,2030,0.0615
REGION1,DEMAGRSURRRD,SEA2INT,2016,0.2316
REGION1,DEMAGRSURRRD,SEA2INT,2017,0.1715
REGION1,DEMAGRSURRRD,SEA2INT,2018,0.1592
REGION1,DEMAGRSURRRD,SEA2INT,2019,0.147
REGION1,DEMAGRSURRRD,SEA2INT,2020,0.1662
REGION1,DEMAGRSURRRD,SEA2INT,2021,0.1718
REGION1,DEMAGRSURRRD,SEA2INT,2022,0.1547
REGION1,DEMAGRSURRRD,SEA2INT,2023,0.1375
REGION1,DEMAGRSURRRD,SEA2INT,2024,0.1204
REGION1,DEMAGRSURRRD,SEA2INT,2025,0.1032
REGION1,DEMAGRSURRRD,SEA2INT,2026,0.0877
REGION1,DEMAGRSURRRD,SEA2INT,2027,0.0767
REGION1,DEMAGRSURRRD,SEA2INT,2028,0.0636
REGION1,DEMAGRSURRRD,SEA2INT,2029,0.071
REGION1,DEMAGRSURRRD,SEA2INT,2030,0.0615
REGION1,DEMAGRSURRRD,SEA2PEK,2016,0.1837
REGION1,DEMAGRSURRRD,SEA2PEK,2017,0.1715
REGION1,DEMAGRSURRRD,SEA2PEK,2018,0.2233
REGION1,DEMAGRSURRRD,SEA2PEK,2019,0.2061
REGION1,DEMAGRSURRRD,SEA2PEK,2020,0.189
REGION1,DEMAGRSURRRD,SEA2PEK,2021,0.1588
REGION1,DEMAGRSURRRD,SEA2PEK,2022,0.1547
REGION1,DEMAGRSURRRD,SEA2PEK,2023,0.1375
REGION1,DEMAGRSURRRD,SEA2PEK,2024,0.0846
REGION1,DEMAGRSURRRD,SEA2PEK,2025,0.1033
REGION1,DEMAGRSURRRD,SEA2PEK,2026,0.0877
REGION1,DEMAGRSURRRD,SEA2PEK,2027,0.0747
REGION1,DEMAGRSURRRD,SEA2PEK,2028,0.0835
REGION1,DEMAGRSURRRD,SEA2PEK,2029,0.0541
REGION1,DEMAGRSURRRD,SEA2PEK,2030,0.0615
REGION1,DEMAGRSURSOC,SEA1BAS,2016,3.6193
REGION1,DEMAGRSURSOC,SEA1BAS,2017,6.2445
REGION1,DEMAGRSURSOC,SEA1BAS,2018,6.3787
REGION1,DEMAGRSURSOC,SEA1BAS,2019,6.818
REGION1,DEMAGRSURSOC,SEA1BAS,2020,7.4326
REGION1,DEMAGRSURSOC,SEA1BAS,2021,8.2229
REGION1,DEMAGRSURSOC,SEA1BAS,2022,8.8894
REGION1,DEMAGRSURSOC,SEA1BAS,2023,9.4856
REGION1,DEMAGRSURSOC,SEA1BAS,2024,10.0888
REGION1,DEMAGRSURSOC,SEA1BAS,2025,10.839
REGION1,DEMAGRSURSOC,SEA1BAS,2026,11.5097
REGION1,DEMAGRSURSOC,SEA1BAS,2027,12.2216
REGION1,DEMAGRSURSOC,SEA1BAS,2028,12.9036
REGION1,DEMAGRSURSOC,SEA1BAS,2029,14.1469
REGION1,DEMAGRSURSOC,SEA1BAS,2030,14.1072
REGION1,DEMAGRSURSOC,SEA1INT,2016,6.4484
REGION1,DEMAGRSURSOC,SEA1INT,2017,6.0226
REGION1,DEMAGRSURSOC,SEA1INT,2018,6.4382
REGION1,DEMAGRSURSOC,SEA1INT,2019,6.7585
REGION1,DEMAGRSURSOC,SEA1INT,2020,7.4842
REGION1,DEMAGRSURSOC,SEA1INT,2021,8.0965
REGION1,DEMAGRSURSOC,SEA1INT,2022,8.723
REGION1,DEMAGRSURSOC,SEA1INT,2023,9.4268
REGION1,DEMAGRSURSOC,SEA1INT,2024,10.1567
REGION1,DEMAGRSURSOC,SEA1INT,2025,10.8817
REGION1,DEMAGRSURSOC,SEA1INT,2026,11.5273
REGION1,DEMAGRSURSOC,SEA1INT,2027,12.2298
REGION1,DEMAGRSURSOC,SEA1INT,2028,12.878
REGION1,DEMAGRSURSOC,SEA1INT,2029,13.5469
REGION1,DEMAGRSURSOC,SEA1INT,2030,14.1072
REGION1,DEMAGRSURSOC,SEA1PEK,2016,3.6581
REGION1,DEMAGRSURSOC,SEA1PEK,2017,5.9493
REGION1,DEMAGRSURSOC,SEA1PEK,2018,6.4382
REGION1,DEMAGRSURSOC,SEA1PEK,2019,6.6849
REGION1,DEMAGRSURSOC,SEA1PEK,2020,7.4326
REGION1,DEMAGRSURSOC,SEA1PEK,2021,8.0965
REGION1,DEMAGRSURSOC,SEA1PEK,2022,8.723
REGION1,DEMAGRSURSOC,SEA1PEK,2023,9.5377
REGION1,DEMAGRSURSOC,SEA1PEK,2024,10.0888
REGION1,DEMAGRSURSOC,SEA1PEK,2025,10.8817
REGION1,DEMAGRSURSOC,SEA1PEK,2026,11.5097
REGION1,DEMAGRSURSOC,SEA1PEK,2027,12.7834
REGION1,DEMAGRSURSOC,SEA1PEK,2028,13.0881
REGION1,DEMAGRSURSOC,SEA1PEK,2029,13.5251
REGION1,DEMAGRSURSOC,SEA1PEK,2030,14.1257
REGION1,DEMAGRSURSOC,SEA2BAS,2016,3.6439
REGION1,DEMAGRSURSOC,SEA2BAS,2017,6.1046
REGION1,DEMAGRSURSOC,SEA2BAS,2018,6.4382
REGION1,DEMAGRSURSOC,SEA2BAS,2019,6.818
REGION1,DEMAGRSURSOC,SEA2BAS,2020,7.4326
REGION1,DEMAGRSURSOC,SEA2BAS,2021,8.2229
REGION1,DEMAGRSURSOC,SEA2BAS,2022,8.7612
REGION1,DEMAGRSURSOC,SEA2BAS,2023,9.4442
REGION1,DEMAGRSURSOC,SEA2BAS,2024,10.1819
REGION1,DEMAGRSURSOC,SEA2BAS,2025,10.8178
REGION1,DEMAGRSURSOC,SEA2BAS,2026,11.5097
REGION1,DEMAGRSURSOC,SEA2BAS,2027,12.2216
REGION1,DEMAGRSURSOC,SEA2BAS,2028,12.878
REGION1,DEMAGRSURSOC,SEA2BAS,2029,13.5251
REGION1,DEMAGRSURSOC,SEA2BAS,2030,14.1072
REGION1,DEMAGRSURSOC,SEA2INT,2016,6.3609
REGION1,DEMAGRSURSOC,SEA2INT,2017,5.7589
REGION1,DEMAGRSURSOC,SEA2INT,2018,6.294
REGION1,DEMAGRSURSOC,SEA2INT,2019,6.6849
REGION1,DEMAGRSURSOC,SEA2INT,2020,7.5676
REGION1,DEMAGRSURSOC,SEA2INT,2021,8.1168
REGION1,DEMAGRSURSOC,SEA2INT,2022,8.7883
REGION1,DEMAGRSURSOC,SEA2INT,2023,9.5172
REGION1,DEMAGRSURSOC,SEA2INT,2024,10.113
REGION1,DEMAGRSURSOC,SEA2INT,2025,10.8709
REGION1,DEMAGRSURSOC,SEA2INT,2026,11.4824
REGION1,DEMAGRSURSOC,SEA2INT,2027,12.2216
REGION1,DEMAGRSURSOC,SEA2INT,2028,12.8983
REGION1,DEMAGRSURSOC,SEA2INT,2029,13.5469
REGION1,DEMAGRSURSOC,SEA2INT,2030,14.3963
REGION1,DEMAGRSURSOC,SEA2PEK,2016,3.7089
REGION1,DEMAGRSURSOC,SEA2PEK,2017,5.9493
REGION1,DEMAGRSURSOC,SEA2PEK,2018,6.4382
REGION1,DEMAGRSURSOC,SEA2PEK,2019,6.818
REGION1,DEMAGRSURSOC,SEA2PEK,2020,7.4326
REGION1,DEMAGRSURSOC,SEA2PEK,2021,8.2061
REGION1,DEMAGRSURSOC,SEA2PEK,2022,8.7741
REGION1,DEMAGRSURSOC,SEA2PEK,2023,9.4901
REGION1,DEMAGRSURSOC,SEA2PEK,2024,10.1819
REGION1,DEMAGRSURSOC,SEA2PEK,2025,10.7997
REGION1,DEMAGRSURSOC,SEA2PEK,2026,11.5097
REGION1,DEMAGRSURSOC,SEA2PEK,2027,12.2216
REGION1,DEMAGRSURSOC,SEA2PEK,2028,13.8258
REGION1,DEMAGRSURSOC,SEA2PEK,2029,13.5251
REGION1,DEMAGRSURSOC,SEA2PEK,2030,14.1257
REGION1,DEMAGRSURSOE,SEA1BAS,2016,4.9843
REGION1,DEMAGRSURSOE,SEA1BAS,2017,5.3578
REGION1,DEMAGRSURSOE,SEA1BAS,2018,5.6151
REGION1,DEMAGRSURSOE,SEA1BAS,2019,6.0323
REGION1,DEMAGRSURSOE,SEA1BAS,2020,6.4839
REGION1,DEMAGRSURSOE,SEA1BAS,2021,6.8811
REGION1,DEMAGRSURSOE,SEA1BAS,2022,7.3493
